"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.27, 2023"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A1101",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","Annotation"
"1998100000","1998","46000","Kagoshima-ken","","1,790,000",""
"1998100000","1998","47000","Okinawa-ken","","1,298,000",""
"1997100000","1997","01000","Hokkaido","","5,699,000",""
"1997100000","1997","02000","Aomori-ken","","1,481,000",""
"1997100000","1997","03000","Iwate-ken","","1,419,000",""
"1997100000","1997","04000","Miyagi-ken","","2,348,000",""
"1997100000","1997","05000","Akita-ken","","1,205,000",""
"1997100000","1997","06000","Yamagata-ken","","1,253,000",""
"1997100000","1997","07000","Fukushima-ken","","2,134,000",""
"1997100000","1997","08000","Ibaraki-ken","","2,973,000",""
"1997100000","1997","09000","Tochigi-ken","","1,996,000",""
"1997100000","1997","10000","Gumma-ken","","2,013,000",""
"1997100000","1997","11000","Saitama-ken","","6,841,000",""
"1997100000","1997","12000","Chiba-ken","","5,839,000",""
"1997100000","1997","13000","Tokyo-to","","11,881,000",""
"1997100000","1997","14000","Kanagawa-ken","","8,319,000",""
"1997100000","1997","15000","Niigata-ken","","2,490,000",""
"1997100000","1997","16000","Toyama-ken","","1,124,000",""
"1997100000","1997","17000","Ishikawa-ken","","1,181,000",""
"1997100000","1997","18000","Fukui-ken","","828,000",""
"1997100000","1997","19000","Yamanashi-ken","","886,000",""
"1997100000","1997","20000","Nagano-ken","","2,207,000",""
"1997100000","1997","21000","Gifu-ken","","2,106,000",""
"1997100000","1997","22000","Shizuoka-ken","","3,752,000",""
"1997100000","1997","23000","Aichi-ken","","6,931,000",""
"1997100000","1997","24000","Mie-ken","","1,851,000",""
"1997100000","1997","25000","Shiga-ken","","1,310,000",""
"1997100000","1997","26000","Kyoto-fu","","2,638,000",""
"1997100000","1997","27000","Osaka-fu","","8,808,000",""
"1997100000","1997","28000","Hyogo-ken","","5,455,000",""
"1997100000","1997","29000","Nara-ken","","1,442,000",""
"1997100000","1997","30000","Wakayama-ken","","1,078,000",""
"1997100000","1997","31000","Tottori-ken","","614,000",""
"1997100000","1997","32000","Shimane-ken","","768,000",""
"1997100000","1997","33000","Okayama-ken","","1,952,000",""
"1997100000","1997","34000","Hiroshima-ken","","2,882,000",""
"1997100000","1997","35000","Yamaguchi-ken","","1,545,000",""
"1997100000","1997","36000","Tokushima-ken","","830,000",""
"1997100000","1997","37000","Kagawa-ken","","1,026,000",""
"1997100000","1997","38000","Ehime-ken","","1,503,000",""
"1997100000","1997","39000","Kochi-ken","","816,000",""
"1997100000","1997","40000","Fukuoka-ken","","4,971,000",""
"1997100000","1997","41000","Saga-ken","","882,000",""
"1997100000","1997","42000","Nagasaki-ken","","1,533,000",""
"1997100000","1997","43000","Kumamoto-ken","","1,861,000",""
"1997100000","1997","44000","Oita-ken","","1,228,000",""
"1997100000","1997","45000","Miyazaki-ken","","1,175,000",""
"1997100000","1997","46000","Kagoshima-ken","","1,792,000",""
"1997100000","1997","47000","Okinawa-ken","","1,289,000",""
"1996100000","1996","01000","Hokkaido","","5,697,000",""
"1996100000","1996","02000","Aomori-ken","","1,483,000",""
"1996100000","1996","03000","Iwate-ken","","1,420,000",""
"1996100000","1996","04000","Miyagi-ken","","2,338,000",""
"1996100000","1996","05000","Akita-ken","","1,210,000",""
"1996100000","1996","06000","Yamagata-ken","","1,255,000",""
"1996100000","1996","07000","Fukushima-ken","","2,134,000",""
"1996100000","1996","08000","Ibaraki-ken","","2,966,000",""
"1996100000","1996","09000","Tochigi-ken","","1,991,000",""
"1996100000","1996","10000","Gumma-ken","","2,009,000",""
"1996100000","1996","11000","Saitama-ken","","6,804,000",""
"1996100000","1996","12000","Chiba-ken","","5,817,000",""
"1996100000","1996","13000","Tokyo-to","","11,808,000",""
"1996100000","1996","14000","Kanagawa-ken","","8,279,000",""
"1996100000","1996","15000","Niigata-ken","","2,490,000",""
"1996100000","1996","16000","Toyama-ken","","1,125,000",""
"1996100000","1996","17000","Ishikawa-ken","","1,181,000",""
"1996100000","1996","18000","Fukui-ken","","828,000",""
"1996100000","1996","19000","Yamanashi-ken","","885,000",""
"1996100000","1996","20000","Nagano-ken","","2,203,000",""
"1996100000","1996","21000","Gifu-ken","","2,104,000",""
"1996100000","1996","22000","Shizuoka-ken","","3,745,000",""
"1996100000","1996","23000","Aichi-ken","","6,897,000",""
"1996100000","1996","24000","Mie-ken","","1,846,000",""
"1996100000","1996","25000","Shiga-ken","","1,298,000",""
"1996100000","1996","26000","Kyoto-fu","","2,634,000",""
"1996100000","1996","27000","Osaka-fu","","8,807,000",""
"1996100000","1996","28000","Hyogo-ken","","5,421,000",""
"1996100000","1996","29000","Nara-ken","","1,437,000",""
"1996100000","1996","30000","Wakayama-ken","","1,079,000",""
"1996100000","1996","31000","Tottori-ken","","615,000",""
"1996100000","1996","32000","Shimane-ken","","770,000",""
"1996100000","1996","33000","Okayama-ken","","1,951,000",""
"1996100000","1996","34000","Hiroshima-ken","","2,881,000",""
"1996100000","1996","35000","Yamaguchi-ken","","1,550,000",""
"1996100000","1996","36000","Tokushima-ken","","831,000",""
"1996100000","1996","37000","Kagawa-ken","","1,027,000",""
"1996100000","1996","38000","Ehime-ken","","1,505,000",""
"1996100000","1996","39000","Kochi-ken","","816,000",""
"1996100000","1996","40000","Fukuoka-ken","","4,952,000",""
"1996100000","1996","41000","Saga-ken","","884,000",""
"1996100000","1996","42000","Nagasaki-ken","","1,540,000",""
"1996100000","1996","43000","Kumamoto-ken","","1,861,000",""
"1996100000","1996","44000","Oita-ken","","1,230,000",""
"1996100000","1996","45000","Miyazaki-ken","","1,177,000",""
"1996100000","1996","46000","Kagoshima-ken","","1,793,000",""
"1996100000","1996","47000","Okinawa-ken","","1,282,000",""
"1995100000","1995","01000","Hokkaido","","5,692,321",""
"1995100000","1995","02000","Aomori-ken","","1,481,663",""
"1995100000","1995","03000","Iwate-ken","","1,419,505",""
"1995100000","1995","04000","Miyagi-ken","","2,328,739",""
"1995100000","1995","05000","Akita-ken","","1,213,667",""
"1995100000","1995","06000","Yamagata-ken","","1,256,958",""
"1995100000","1995","07000","Fukushima-ken","","2,133,592",""
"1995100000","1995","08000","Ibaraki-ken","","2,955,530",""
"1995100000","1995","09000","Tochigi-ken","","1,984,390",""
"1995100000","1995","10000","Gumma-ken","","2,003,540",""
"1995100000","1995","11000","Saitama-ken","","6,759,311",""
"1995100000","1995","12000","Chiba-ken","","5,797,782",""
"1995100000","1995","13000","Tokyo-to","","11,773,605",""
"1995100000","1995","14000","Kanagawa-ken","","8,245,900",""
"1995100000","1995","15000","Niigata-ken","","2,488,364",""
"1995100000","1995","16000","Toyama-ken","","1,123,125",""
"1995100000","1995","17000","Ishikawa-ken","","1,180,068",""
"1995100000","1995","18000","Fukui-ken","","826,996",""
"1995100000","1995","19000","Yamanashi-ken","","881,996",""
"1995100000","1995","20000","Nagano-ken","","2,193,984",""
"1995100000","1995","21000","Gifu-ken","","2,100,315",""
"1995100000","1995","22000","Shizuoka-ken","","3,737,689",""
"1995100000","1995","23000","Aichi-ken","","6,868,336",""
"1995100000","1995","24000","Mie-ken","","1,841,358",""
"1995100000","1995","25000","Shiga-ken","","1,287,005",""
"1995100000","1995","26000","Kyoto-fu","","2,629,592",""
"1995100000","1995","27000","Osaka-fu","","8,797,268",""
"1995100000","1995","28000","Hyogo-ken","","5,401,877",""
"1995100000","1995","29000","Nara-ken","","1,430,862",""
"1995100000","1995","30000","Wakayama-ken","","1,080,435",""
"1995100000","1995","31000","Tottori-ken","","614,929",""
"1995100000","1995","32000","Shimane-ken","","771,441",""
"1995100000","1995","33000","Okayama-ken","","1,950,750",""
"1995100000","1995","34000","Hiroshima-ken","","2,881,748",""
"1995100000","1995","35000","Yamaguchi-ken","","1,555,543",""
"1995100000","1995","36000","Tokushima-ken","","832,427",""
"1995100000","1995","37000","Kagawa-ken","","1,027,006",""
"1995100000","1995","38000","Ehime-ken","","1,506,700",""
"1995100000","1995","39000","Kochi-ken","","816,704",""
"1995100000","1995","40000","Fukuoka-ken","","4,933,393",""
"1995100000","1995","41000","Saga-ken","","884,316",""
"1995100000","1995","42000","Nagasaki-ken","","1,544,934",""
"1995100000","1995","43000","Kumamoto-ken","","1,859,793",""
"1995100000","1995","44000","Oita-ken","","1,231,306",""
"1995100000","1995","45000","Miyazaki-ken","","1,175,819",""
"1995100000","1995","46000","Kagoshima-ken","","1,794,224",""
"1995100000","1995","47000","Okinawa-ken","","1,273,440",""
"1994100000","1994","01000","Hokkaido","","5,681,000",""
"1994100000","1994","02000","Aomori-ken","","1,480,000",""
"1994100000","1994","03000","Iwate-ken","","1,418,000",""
"1994100000","1994","04000","Miyagi-ken","","2,313,000",""
"1994100000","1994","05000","Akita-ken","","1,216,000",""
"1994100000","1994","06000","Yamagata-ken","","1,256,000",""
"1994100000","1994","07000","Fukushima-ken","","2,129,000",""
"1994100000","1994","08000","Ibaraki-ken","","2,940,000",""
"1994100000","1994","09000","Tochigi-ken","","1,977,000",""
"1994100000","1994","10000","Gumma-ken","","1,996,000",""
"1994100000","1994","11000","Saitama-ken","","6,703,000",""
"1994100000","1994","12000","Chiba-ken","","5,767,000",""
"1994100000","1994","13000","Tokyo-to","","11,796,000",""
"1994100000","1994","14000","Kanagawa-ken","","8,207,000",""
"1994100000","1994","15000","Niigata-ken","","2,484,000",""
"1994100000","1994","16000","Toyama-ken","","1,121,000",""
"1994100000","1994","17000","Ishikawa-ken","","1,176,000",""
"1994100000","1994","18000","Fukui-ken","","825,000",""
"1994100000","1994","19000","Yamanashi-ken","","877,000",""
"1994100000","1994","20000","Nagano-ken","","2,184,000",""
"1994100000","1994","21000","Gifu-ken","","2,095,000",""
"1994100000","1994","22000","Shizuoka-ken","","3,729,000",""
"1994100000","1994","23000","Aichi-ken","","6,839,000",""
"1994100000","1994","24000","Mie-ken","","1,833,000",""
"1994100000","1994","25000","Shiga-ken","","1,273,000",""
"1994100000","1994","26000","Kyoto-fu","","2,622,000",""
"1994100000","1994","27000","Osaka-fu","","8,759,000",""
"1994100000","1994","28000","Hyogo-ken","","5,469,000",""
"1994100000","1994","29000","Nara-ken","","1,420,000",""
"1994100000","1994","30000","Wakayama-ken","","1,080,000",""
"1994100000","1994","31000","Tottori-ken","","614,000",""
"1994100000","1994","32000","Shimane-ken","","772,000",""
"1994100000","1994","33000","Okayama-ken","","1,945,000",""
"1994100000","1994","34000","Hiroshima-ken","","2,877,000",""
"1994100000","1994","35000","Yamaguchi-ken","","1,559,000",""
"1994100000","1994","36000","Tokushima-ken","","830,000",""
"1994100000","1994","37000","Kagawa-ken","","1,026,000",""
"1994100000","1994","38000","Ehime-ken","","1,508,000",""
"1994100000","1994","39000","Kochi-ken","","817,000",""
"1994100000","1994","40000","Fukuoka-ken","","4,909,000",""
"1994100000","1994","41000","Saga-ken","","883,000",""
"1994100000","1994","42000","Nagasaki-ken","","1,549,000",""
"1994100000","1994","43000","Kumamoto-ken","","1,855,000",""
"1994100000","1994","44000","Oita-ken","","1,232,000",""
"1994100000","1994","45000","Miyazaki-ken","","1,174,000",""
"1994100000","1994","46000","Kagoshima-ken","","1,791,000",""
"1994100000","1994","47000","Okinawa-ken","","1,262,000",""
"1993100000","1993","01000","Hokkaido","","5,669,000",""
"1993100000","1993","02000","Aomori-ken","","1,476,000",""
"1993100000","1993","03000","Iwate-ken","","1,417,000",""
"1993100000","1993","04000","Miyagi-ken","","2,299,000",""
"1993100000","1993","05000","Akita-ken","","1,217,000",""
"1993100000","1993","06000","Yamagata-ken","","1,256,000",""
"1993100000","1993","07000","Fukushima-ken","","2,123,000",""
"1993100000","1993","08000","Ibaraki-ken","","2,920,000",""
"1993100000","1993","09000","Tochigi-ken","","1,969,000",""
"1993100000","1993","10000","Gumma-ken","","1,990,000",""
"1993100000","1993","11000","Saitama-ken","","6,640,000",""
"1993100000","1993","12000","Chiba-ken","","5,731,000",""
"1993100000","1993","13000","Tokyo-to","","11,849,000",""
"1993100000","1993","14000","Kanagawa-ken","","8,166,000",""
"1993100000","1993","15000","Niigata-ken","","2,479,000",""
"1993100000","1993","16000","Toyama-ken","","1,121,000",""
"1993100000","1993","17000","Ishikawa-ken","","1,173,000",""
"1993100000","1993","18000","Fukui-ken","","824,000",""
"1993100000","1993","19000","Yamanashi-ken","","871,000",""
"1993100000","1993","20000","Nagano-ken","","2,175,000",""
"1993100000","1993","21000","Gifu-ken","","2,089,000",""
"1993100000","1993","22000","Shizuoka-ken","","3,716,000",""
"1993100000","1993","23000","Aichi-ken","","6,810,000",""
"1993100000","1993","24000","Mie-ken","","1,823,000",""
"1993100000","1993","25000","Shiga-ken","","1,261,000",""
"1993100000","1993","26000","Kyoto-fu","","2,618,000",""
"1993100000","1993","27000","Osaka-fu","","8,762,000",""
"1993100000","1993","28000","Hyogo-ken","","5,457,000",""
"1993100000","1993","29000","Nara-ken","","1,412,000",""
"1993100000","1993","30000","Wakayama-ken","","1,077,000",""
"1993100000","1993","31000","Tottori-ken","","614,000",""
"1993100000","1993","32000","Shimane-ken","","773,000",""
"1993100000","1993","33000","Okayama-ken","","1,940,000",""
"1993100000","1993","34000","Hiroshima-ken","","2,873,000",""
"1993100000","1993","35000","Yamaguchi-ken","","1,561,000",""
"1993100000","1993","36000","Tokushima-ken","","831,000",""
"1993100000","1993","37000","Kagawa-ken","","1,025,000",""
"1993100000","1993","38000","Ehime-ken","","1,508,000",""
"1993100000","1993","39000","Kochi-ken","","817,000",""
"1993100000","1993","40000","Fukuoka-ken","","4,885,000",""
"1993100000","1993","41000","Saga-ken","","880,000",""
"1993100000","1993","42000","Nagasaki-ken","","1,550,000",""
"1993100000","1993","43000","Kumamoto-ken","","1,850,000",""
"1993100000","1993","44000","Oita-ken","","1,231,000",""
"1993100000","1993","45000","Miyazaki-ken","","1,171,000",""
"1993100000","1993","46000","Kagoshima-ken","","1,788,000",""
"1993100000","1993","47000","Okinawa-ken","","1,250,000",""
"1992100000","1992","01000","Hokkaido","","5,661,000",""
"1992100000","1992","02000","Aomori-ken","","1,476,000",""
"1992100000","1992","03000","Iwate-ken","","1,416,000",""
"1992100000","1992","04000","Miyagi-ken","","2,283,000",""
"1992100000","1992","05000","Akita-ken","","1,220,000",""
"1992100000","1992","06000","Yamagata-ken","","1,257,000",""
"1992100000","1992","07000","Fukushima-ken","","2,116,000",""
"1992100000","1992","08000","Ibaraki-ken","","2,898,000",""
"1992100000","1992","09000","Tochigi-ken","","1,959,000",""
"1992100000","1992","10000","Gumma-ken","","1,984,000",""
"1992100000","1992","11000","Saitama-ken","","6,567,000",""
"1992100000","1992","12000","Chiba-ken","","5,679,000",""
"1992100000","1992","13000","Tokyo-to","","11,887,000",""
"1992100000","1992","14000","Kanagawa-ken","","8,116,000",""
"1992100000","1992","15000","Niigata-ken","","2,476,000",""
"1992100000","1992","16000","Toyama-ken","","1,120,000",""
"1992100000","1992","17000","Ishikawa-ken","","1,171,000",""
"1992100000","1992","18000","Fukui-ken","","823,000",""
"1992100000","1992","19000","Yamanashi-ken","","865,000",""
"1992100000","1992","20000","Nagano-ken","","2,169,000",""
"1992100000","1992","21000","Gifu-ken","","2,082,000",""
"1992100000","1992","22000","Shizuoka-ken","","3,704,000",""
"1992100000","1992","23000","Aichi-ken","","6,776,000",""
"1992100000","1992","24000","Mie-ken","","1,814,000",""
"1992100000","1992","25000","Shiga-ken","","1,248,000",""
"1992100000","1992","26000","Kyoto-fu","","2,615,000",""
"1992100000","1992","27000","Osaka-fu","","8,761,000",""
"1992100000","1992","28000","Hyogo-ken","","5,443,000",""
"1992100000","1992","29000","Nara-ken","","1,400,000",""
"1992100000","1992","30000","Wakayama-ken","","1,076,000",""
"1992100000","1992","31000","Tottori-ken","","615,000",""
"1992100000","1992","32000","Shimane-ken","","775,000",""
"1992100000","1992","33000","Okayama-ken","","1,935,000",""
"1992100000","1992","34000","Hiroshima-ken","","2,867,000",""
"1992100000","1992","35000","Yamaguchi-ken","","1,565,000",""
"1992100000","1992","36000","Tokushima-ken","","830,000",""
"1992100000","1992","37000","Kagawa-ken","","1,024,000",""
"1992100000","1992","38000","Ehime-ken","","1,511,000",""
"1992100000","1992","39000","Kochi-ken","","819,000",""
"1992100000","1992","40000","Fukuoka-ken","","4,859,000",""
"1992100000","1992","41000","Saga-ken","","879,000",""
"1992100000","1992","42000","Nagasaki-ken","","1,552,000",""
"1992100000","1992","43000","Kumamoto-ken","","1,846,000",""
"1992100000","1992","44000","Oita-ken","","1,233,000",""
"1992100000","1992","45000","Miyazaki-ken","","1,167,000",""
"1992100000","1992","46000","Kagoshima-ken","","1,789,000",""
"1992100000","1992","47000","Okinawa-ken","","1,239,000",""
"1991100000","1991","01000","Hokkaido","","5,650,000",""
"1991100000","1991","02000","Aomori-ken","","1,479,000",""
"1991100000","1991","03000","Iwate-ken","","1,416,000",""
"1991100000","1991","04000","Miyagi-ken","","2,267,000",""
"1991100000","1991","05000","Akita-ken","","1,223,000",""
"1991100000","1991","06000","Yamagata-ken","","1,257,000",""
"1991100000","1991","07000","Fukushima-ken","","2,109,000",""
"1991100000","1991","08000","Ibaraki-ken","","2,871,000",""
"1991100000","1991","09000","Tochigi-ken","","1,948,000",""
"1991100000","1991","10000","Gumma-ken","","1,974,000",""
"1991100000","1991","11000","Saitama-ken","","6,486,000",""
"1991100000","1991","12000","Chiba-ken","","5,617,000",""
"1991100000","1991","13000","Tokyo-to","","11,894,000",""
"1991100000","1991","14000","Kanagawa-ken","","8,050,000",""
"1991100000","1991","15000","Niigata-ken","","2,475,000",""
"1991100000","1991","16000","Toyama-ken","","1,121,000",""
"1991100000","1991","17000","Ishikawa-ken","","1,167,000",""
"1991100000","1991","18000","Fukui-ken","","823,000",""
"1991100000","1991","19000","Yamanashi-ken","","860,000",""
"1991100000","1991","20000","Nagano-ken","","2,162,000",""
"1991100000","1991","21000","Gifu-ken","","2,073,000",""
"1991100000","1991","22000","Shizuoka-ken","","3,687,000",""
"1991100000","1991","23000","Aichi-ken","","6,729,000",""
"1991100000","1991","24000","Mie-ken","","1,803,000",""
"1991100000","1991","25000","Shiga-ken","","1,235,000",""
"1991100000","1991","26000","Kyoto-fu","","2,608,000",""
"1991100000","1991","27000","Osaka-fu","","8,750,000",""
"1991100000","1991","28000","Hyogo-ken","","5,426,000",""
"1991100000","1991","29000","Nara-ken","","1,388,000",""
"1991100000","1991","30000","Wakayama-ken","","1,076,000",""
"1991100000","1991","31000","Tottori-ken","","615,000",""
"1991100000","1991","32000","Shimane-ken","","778,000",""
"1991100000","1991","33000","Okayama-ken","","1,930,000",""
"1991100000","1991","34000","Hiroshima-ken","","2,859,000",""
"1991100000","1991","35000","Yamaguchi-ken","","1,569,000",""
"1991100000","1991","36000","Tokushima-ken","","831,000",""
"1991100000","1991","37000","Kagawa-ken","","1,023,000",""
"1991100000","1991","38000","Ehime-ken","","1,513,000",""
"1991100000","1991","39000","Kochi-ken","","822,000",""
"1991100000","1991","40000","Fukuoka-ken","","4,834,000",""
"1991100000","1991","41000","Saga-ken","","878,000",""
"1991100000","1991","42000","Nagasaki-ken","","1,557,000",""
"1991100000","1991","43000","Kumamoto-ken","","1,844,000",""
"1991100000","1991","44000","Oita-ken","","1,235,000",""
"1991100000","1991","45000","Miyazaki-ken","","1,167,000",""
"1991100000","1991","46000","Kagoshima-ken","","1,793,000",""
"1991100000","1991","47000","Okinawa-ken","","1,230,000",""
"1990100000","1990","01000","Hokkaido","","5,643,647",""
"1990100000","1990","02000","Aomori-ken","","1,482,873",""
"1990100000","1990","03000","Iwate-ken","","1,416,928",""
"1990100000","1990","04000","Miyagi-ken","","2,248,558",""
"1990100000","1990","05000","Akita-ken","","1,227,478",""
"1990100000","1990","06000","Yamagata-ken","","1,258,390",""
"1990100000","1990","07000","Fukushima-ken","","2,104,058",""
"1990100000","1990","08000","Ibaraki-ken","","2,845,382",""
"1990100000","1990","09000","Tochigi-ken","","1,935,168",""
"1990100000","1990","10000","Gumma-ken","","1,966,265",""
"1990100000","1990","11000","Saitama-ken","","6,405,319",""
"1990100000","1990","12000","Chiba-ken","","5,555,429",""
"1990100000","1990","13000","Tokyo-to","","11,855,563",""
"1990100000","1990","14000","Kanagawa-ken","","7,980,391",""
"1990100000","1990","15000","Niigata-ken","","2,474,583",""
"1990100000","1990","16000","Toyama-ken","","1,120,161",""
"1990100000","1990","17000","Ishikawa-ken","","1,164,628",""
"1990100000","1990","18000","Fukui-ken","","823,585",""
"1990100000","1990","19000","Yamanashi-ken","","852,966",""
"1990100000","1990","20000","Nagano-ken","","2,156,627",""
"1990100000","1990","21000","Gifu-ken","","2,066,569",""
"1990100000","1990","22000","Shizuoka-ken","","3,670,840",""
"1990100000","1990","23000","Aichi-ken","","6,690,603",""
"1990100000","1990","24000","Mie-ken","","1,792,514",""
"1990100000","1990","25000","Shiga-ken","","1,222,411",""
"1990100000","1990","26000","Kyoto-fu","","2,602,460",""
"1990100000","1990","27000","Osaka-fu","","8,734,516",""
"1990100000","1990","28000","Hyogo-ken","","5,405,040",""
"1990100000","1990","29000","Nara-ken","","1,375,481",""
"1990100000","1990","30000","Wakayama-ken","","1,074,325",""
"1990100000","1990","31000","Tottori-ken","","615,722",""
"1990100000","1990","32000","Shimane-ken","","781,021",""
"1990100000","1990","33000","Okayama-ken","","1,925,877",""
"1990100000","1990","34000","Hiroshima-ken","","2,849,847",""
"1990100000","1990","35000","Yamaguchi-ken","","1,572,616",""
"1990100000","1990","36000","Tokushima-ken","","831,598",""
"1990100000","1990","37000","Kagawa-ken","","1,023,412",""
"1990100000","1990","38000","Ehime-ken","","1,515,025",""
"1990100000","1990","39000","Kochi-ken","","825,034",""
"1990100000","1990","40000","Fukuoka-ken","","4,811,050",""
"1990100000","1990","41000","Saga-ken","","877,851",""
"1990100000","1990","42000","Nagasaki-ken","","1,562,959",""
"1990100000","1990","43000","Kumamoto-ken","","1,840,326",""
"1990100000","1990","44000","Oita-ken","","1,236,942",""
"1990100000","1990","45000","Miyazaki-ken","","1,168,907",""
"1990100000","1990","46000","Kagoshima-ken","","1,797,824",""
"1990100000","1990","47000","Okinawa-ken","","1,222,398",""
"1989100000","1989","01000","Hokkaido","","5,649,000",""
"1989100000","1989","02000","Aomori-ken","","1,492,000",""
"1989100000","1989","03000","Iwate-ken","","1,419,000",""
"1989100000","1989","04000","Miyagi-ken","","2,236,000",""
"1989100000","1989","05000","Akita-ken","","1,232,000",""
"1989100000","1989","06000","Yamagata-ken","","1,260,000",""
"1989100000","1989","07000","Fukushima-ken","","2,100,000",""
"1989100000","1989","08000","Ibaraki-ken","","2,822,000",""
"1989100000","1989","09000","Tochigi-ken","","1,921,000",""
"1989100000","1989","10000","Gumma-ken","","1,959,000",""
"1989100000","1989","11000","Saitama-ken","","6,308,000",""
"1989100000","1989","12000","Chiba-ken","","5,487,000",""
"1989100000","1989","13000","Tokyo-to","","11,863,000",""
"1989100000","1989","14000","Kanagawa-ken","","7,891,000",""
"1989100000","1989","15000","Niigata-ken","","2,476,000",""
"1989100000","1989","16000","Toyama-ken","","1,121,000",""
"1989100000","1989","17000","Ishikawa-ken","","1,163,000",""
"1989100000","1989","18000","Fukui-ken","","823,000",""
"1989100000","1989","19000","Yamanashi-ken","","849,000",""
"1989100000","1989","20000","Nagano-ken","","2,153,000",""
"1989100000","1989","21000","Gifu-ken","","2,058,000",""
"1989100000","1989","22000","Shizuoka-ken","","3,657,000",""
"1989100000","1989","23000","Aichi-ken","","6,649,000",""
"1989100000","1989","24000","Mie-ken","","1,782,000",""
"1989100000","1989","25000","Shiga-ken","","1,206,000",""
"1989100000","1989","26000","Kyoto-fu","","2,604,000",""
"1989100000","1989","27000","Osaka-fu","","8,744,000",""
"1989100000","1989","28000","Hyogo-ken","","5,372,000",""
"1989100000","1989","29000","Nara-ken","","1,363,000",""
"1989100000","1989","30000","Wakayama-ken","","1,074,000",""
"1989100000","1989","31000","Tottori-ken","","616,000",""
"1989100000","1989","32000","Shimane-ken","","785,000",""
"1989100000","1989","33000","Okayama-ken","","1,925,000",""
"1989100000","1989","34000","Hiroshima-ken","","2,843,000",""
"1989100000","1989","35000","Yamaguchi-ken","","1,581,000",""
"1989100000","1989","36000","Tokushima-ken","","833,000",""
"1989100000","1989","37000","Kagawa-ken","","1,023,000",""
"1989100000","1989","38000","Ehime-ken","","1,519,000",""
"1989100000","1989","39000","Kochi-ken","","830,000",""
"1989100000","1989","40000","Fukuoka-ken","","4,793,000",""
"1989100000","1989","41000","Saga-ken","","879,000",""
"1989100000","1989","42000","Nagasaki-ken","","1,570,000",""
"1989100000","1989","43000","Kumamoto-ken","","1,841,000",""
"1989100000","1989","44000","Oita-ken","","1,240,000",""
"1989100000","1989","45000","Miyazaki-ken","","1,172,000",""
"1989100000","1989","46000","Kagoshima-ken","","1,805,000",""
"1989100000","1989","47000","Okinawa-ken","","1,215,000",""
"1988100000","1988","01000","Hokkaido","","5,656,000",""
"1988100000","1988","02000","Aomori-ken","","1,502,000",""
"1988100000","1988","03000","Iwate-ken","","1,424,000",""
"1988100000","1988","04000","Miyagi-ken","","2,221,000",""
"1988100000","1988","05000","Akita-ken","","1,238,000",""
"1988100000","1988","06000","Yamagata-ken","","1,262,000",""
"1988100000","1988","07000","Fukushima-ken","","2,095,000",""
"1988100000","1988","08000","Ibaraki-ken","","2,795,000",""
"1988100000","1988","09000","Tochigi-ken","","1,908,000",""
"1988100000","1988","10000","Gumma-ken","","1,949,000",""
"1988100000","1988","11000","Saitama-ken","","6,195,000",""
"1988100000","1988","12000","Chiba-ken","","5,403,000",""
"1988100000","1988","13000","Tokyo-to","","11,873,000",""
"1988100000","1988","14000","Kanagawa-ken","","7,794,000",""
"1988100000","1988","15000","Niigata-ken","","2,476,000",""
"1988100000","1988","16000","Toyama-ken","","1,120,000",""
"1988100000","1988","17000","Ishikawa-ken","","1,160,000",""
"1988100000","1988","18000","Fukui-ken","","822,000",""
"1988100000","1988","19000","Yamanashi-ken","","845,000",""
"1988100000","1988","20000","Nagano-ken","","2,149,000",""
"1988100000","1988","21000","Gifu-ken","","2,051,000",""
"1988100000","1988","22000","Shizuoka-ken","","3,639,000",""
"1988100000","1988","23000","Aichi-ken","","6,606,000",""
"1988100000","1988","24000","Mie-ken","","1,772,000",""
"1988100000","1988","25000","Shiga-ken","","1,191,000",""
"1988100000","1988","26000","Kyoto-fu","","2,604,000",""
"1988100000","1988","27000","Osaka-fu","","8,748,000",""
"1988100000","1988","28000","Hyogo-ken","","5,344,000",""
"1988100000","1988","29000","Nara-ken","","1,347,000",""
"1988100000","1988","30000","Wakayama-ken","","1,076,000",""
"1988100000","1988","31000","Tottori-ken","","617,000",""
"1988100000","1988","32000","Shimane-ken","","789,000",""
"1988100000","1988","33000","Okayama-ken","","1,925,000",""
"1988100000","1988","34000","Hiroshima-ken","","2,838,000",""
"1988100000","1988","35000","Yamaguchi-ken","","1,587,000",""
"1988100000","1988","36000","Tokushima-ken","","834,000",""
"1988100000","1988","37000","Kagawa-ken","","1,025,000",""
"1988100000","1988","38000","Ehime-ken","","1,522,000",""
"1988100000","1988","39000","Kochi-ken","","833,000",""
"1988100000","1988","40000","Fukuoka-ken","","4,773,000",""
"1988100000","1988","41000","Saga-ken","","880,000",""
"1988100000","1988","42000","Nagasaki-ken","","1,578,000",""
"1988100000","1988","43000","Kumamoto-ken","","1,842,000",""
"1988100000","1988","44000","Oita-ken","","1,243,000",""
"1988100000","1988","45000","Miyazaki-ken","","1,173,000",""
"1988100000","1988","46000","Kagoshima-ken","","1,812,000",""
"1988100000","1988","47000","Okinawa-ken","","1,208,000",""
